Id,SalePrice
1461,122305.69285200001
1462,159712.156026
1463,191983.31858700002
1464,199635.68774700002
1465,190445.833422
1466,173468.391372
1467,173628.65041200002
1468,165649.753458
1469,186078.774582
1470,124832.777589
1471,185413.699566
1472,96331.708944
1473,97082.923194
1474,146706.133311
1475,111128.626431
1476,365269.415301
1477,248864.25997800002
1478,291060.46521
1479,289592.091756
1480,549320.4122175
1481,327710.706039
1482,209903.284116
1483,178383.335805
1484,162753.07131
1485,181657.62831600002
1486,193218.314814
1487,326783.20684500004
1488,237243.47634000002
1489,197912.903067
1490,248354.435907
1491,191912.203638
1492,92249.10990000001
1493,184606.39465200002
1494,288647.565039
1495,288855.901791
1496,238739.89512600002
1497,179773.582977
1498,167009.95206
1499,162669.93693300002
1500,162644.896458
1501,180815.266737
1502,146191.301145
1503,282874.233123
1504,242673.252939
1505,227398.563189
1506,192205.678005
1507,255563.08785
1508,202012.529634
1509,161741.43612
1510,149466.595275
1511,152554.586652
1512,176396.123709
1513,148741.423119
1514,161222.597478
1515,199944.186399
1516,149820.16678200001
1517,166097.477151
1518,131334.286518
1519,215191.832436
1520,131682.84993
1521,137369.040993
1522,173187.938052
1523,118206.06628500001
1524,127655.33993100001
1525,124081.563339
1526,116305.99504200001
1527,108373.172562
1528,134778.854259
1529,154447.646562
1530,178927.214922
1531,110299.28589900001
1532,96116.36085900001
1533,151104.24234
1534,123624.825075
1535,155162.802528
1536,109998.800199
1537,81519.767172
1538,148429.91961
1539,190954.65587400002
1540,96108.347907
1541,143403.795468
1542,144603.73503
1543,197205.760053
1544,85116.581001
1545,114554.163411
1546,133071.093864
1547,132411.026943
1548,138141.289242
1549,120576.89845800001
1550,142547.411223
1551,105933.228678
1552,145338.923376
1553,145821.703734
1554,118944.25948800001
1555,172031.068107
1556,83888.596107
1557,108613.561122
1558,96394.810941
1559,88176.527046
1560,133629.997266
1561,141376.518612
1562,130654.187217
1563,125241.438141
1564,160139.847339
1565,154311.426378
1566,236614.459608
1567,79224.05642400001
1568,231676.477938
1569,147324.13223400002
1570,137761.675641
1571,120634.99236
1572,145855.75878
1573,240134.148774
1574,124377.04094400001
1575,227924.413164
1576,248589.816372
1577,184973.988825
1578,144233.136
1579,150290.927712
1580,190469.872278
1581,153684.41288400002
1582,127374.88661100001
1583,308145.080493
1584,218114.556678
1585,138568.98055500002
1586,67225.662423
1587,103224.850902
1588,152958.23910900002
1589,101887.689537
1590,132921.852633
1591,96097.330098
1592,120937.481298
1593,120288.432186
1594,132449.088465
1595,129860.90496900001
1596,227034.975492
1597,195372.79728300002
1598,216441.852948
1599,162570.776652
1600,162486.640656
1601,76738.03806600001
1602,118297.21361400001
1603,77175.745569
1604,270396.06362100004
1605,241022.584827
1606,167810.24564100002
1607,167675.027076
1608,215323.044525
1609,180103.115628
1610,157363.359471
1611,143318.657853
1612,177054.187392
1613,174059.346582
1614,129544.39336500001
1615,93446.044605
1616,82326.070467
1617,94051.022481
1618,129253.923855
1619,141526.761462
1620,184316.926761
1621,142016.55315300002
1622,140953.835394
1623,268584.13485000003
1624,213913.766592
1625,113891.091633
1626,162036.91372500002
1627,191783.99640600002
1628,276334.662672
1629,177647.14584
1630,354126.403926
1631,217372.356999
1632,240712.082937
1633,169763.402691
1634,187368.859854
1635,174005.25915600001
1636,152816.009211
1637,207588.542607
1638,180926.44644600002
1639,184063.517154
1640,251060.810445
1641,176882.910543
1642,242275.61019600002
1643,214507.726659
1644,233661.686796
1645,199065.766536
1646,157104.941769
1647,152637.721029
1648,134563.506174
1649,140662.364265
1650,117409.77918
1651,125444.76679800001
1652,96578.107218
1653,100146.875715
1654,145022.411772
1655,139574.606031
1656,144417.433896
1657,150324.982758
1658,145506.193749
1659,117813.431637
1660,160664.695695
1661,506294.76629160007
1662,381743.042994
1663,376302.248586
1664,535457.8049337
1665,309041.529498
1666,321198.179301
1667,377710.5249
1668,341663.258709
1669,292949.518644
1670,336509.928954
1671,257930.91516600002
1672,430937.560179
1673,285127.875873
1674,237074.202729
1675,195302.683953
1676,195091.342344
1677,221933.72992500002
1678,510940.97634690005
1679,402788.059803
1680,331077.147498
1681,245665.088892
1682,308777.102082
1683,180368.544663
1684,167361.520329
1685,171762.634215
1686,166235.700573
1687,164856.47121000002
1688,187076.387106
1689,190139.33800800002
1690,189738.690408
1691,178688.8296
1692,257009.425686
1693,166646.364363
1694,181051.648821
1695,162069.967152
1696,266956.503975
1697,168038.614773
1698,343919.90631600004
1699,311703.83280000003
1700,254060.65935
1701,266961.51207
1702,244044.46935
1703,242374.770477
1704,272008.670211
1705,229811.46336
1706,435040.19160300004
1707,213390.921474
1708,207395.23014
1709,262832.838552
1710,223641.49032
1711,270738.617319
1712,256905.25731000002
1713,277831.081458
1714,224349.634953
1715,206949.509685
1716,178673.805315
1717,167476.70651400002
1718,135397.854801
1719,204356.31809400002
1720,235814.166027
1721,158563.29903300002
1722,129699.64431
1723,159420.684897
1724,206979.558255
1725,234325.760193
1726,183930.30182700002
1727,159411.670326
1728,170845.15121100002
1729,170885.215971
1730,153766.545642
1731,121226.949189
1732,129310.014519
1733,117374.722515
1734,126337.209327
1735,123296.294043
1736,110909.27187
1737,285045.743115
1738,241806.852504
1739,247725.41917500002
1740,224894.51568900002
1741,194228.948385
1742,176095.63800900002
1743,173991.23649
1744,317221.751871
1745,216000.13896900002
1746,173575.564605
1747,212326.200477
1748,223725.626316
1749,150915.937968
1750,124370.029611
1751,239441.028426
1752,119365.941087
1753,153097.46415
1754,186575.577606
1755,170632.807983
1756,130701.26331000001
1757,120131.17800300001
1758,148913.70158700002
1759,162100.015722
1760,165239.089668
1761,147415.27956300002
1762,182779.44159600002
1763,174166.519815
1764,118081.865529
1765,169760.397834
1766,178867.11778200002
1767,219232.36348200002
1768,145269.81166500002
1769,166792.600737
1770,145626.388029
1771,127226.646999
1772,136588.77979200002
1773,130660.196931
1774,142651.57959900002
1775,136662.89959800002
1776,125519.888223
1777,107123.15205
1778,137971.014012
1779,121141.811574
1780,174403.903518
1781,128336.440851
1782,94686.04892700001
1783,150526.308177
1784,111283.877376
1785,124655.491026
1786,137551.335651
1787,159737.196501
1788,66073.800573
1789,94860.330633
1790,86704.14711600001
1791,178606.696842
1792,161638.269363
1793,125165.315097
1794,147938.12468100002
1795,132505.179129
1796,121769.82668700001
1797,110071.918386
1798,123420.49479900001
1799,110403.45427500001
1800,132543.240651
1801,134839.953018
1802,125978.629725
1803,147224.971953
1804,140565.207222
1805,130485.915225
1806,120315.475899
1807,126657.727407
1808,120694.087881
1809,123449.54175
1810,149241.231
1811,99167.292333
1812,97704.928593
1813,127922.77220400001
1814,96827.510349
1815,60552.876645000004
1816,98676.499023
1817,118130.94486
1818,152572.615794
1819,129453.24603600001
1820,45106.35915555
1821,110672.889786
1822,150030.506772
1823,38940.242348700005
1824,124583.374458
1825,144257.174856
1826,108407.227608
1827,103560.393267
1828,137651.497551
1829,116360.08246800001
1830,144765.997308
1831,140954.837013
1832,93001.325769
1833,141292.38261600002
1834,120525.815889
1835,123306.31023300001
1836,126023.70258
1837,89700.991164
1838,126975.24063
1839,98678.502261
1840,158606.36865000002
1841,139730.858595
1842,90884.904822
1843,131148.98700300002
1844,137814.761448
1845,145384.99785
1846,153780.56830800002
1847,170118.97743600002
1848,64301.936562
1849,109776.440781
1850,118730.91464100001
1851,149996.451726
1852,123705.956214
1853,132857.749017
1854,166082.452866
1855,147099.769578
1856,219053.073681
1857,146866.39235100002
1858,140890.733397
1859,119574.277839
1860,147553.502985
1861,119065.45538700001
1862,292315.493817
1863,276654.179133
1864,276776.376651
1865,344160.294876
1866,333297.736821
1867,222228.205911
1868,287344.45872
1869,203866.526403
1870,220151.849724
1871,253895.392215
1872,173058.729201
1873,238348.262097
1874,145746.58230900002
1875,197986.02125400002
1876,201485.67804
1877,208591.163226
1878,209394.461664
1879,129914.99239500001
1880,132343.91847
1881,238329.231336
1882,245778.27183900002
1883,186058.742202
1884,208065.313251
1885,240407.590761
1886,289620.137088
1887,206633.99970000001
1888,261859.264884
1889,166987.91644200002
1890,119550.238983
1891,132538.232556
1892,98643.445596
1893,132210.703143
1894,128879.31834900001
1895,136312.332948
1896,125849.420874
1897,114981.854724
1898,114971.83853400001
1899,150795.74368800002
1900,143047.21910400002
1901,171605.38003200002
1902,155608.522983
1903,203757.349932
1904,145712.527263
1905,196153.058484
1906,163861.863543
1907,202239.897147
1908,109698.314499
1909,131043.817008
1910,118822.06197000001
1911,222244.231815
1912,324190.015254
1913,148967.789013
1914,59851.743345
1915,322117.66554300004
1916,70060.244193
1917,237018.11206500002
1918,137370.04261200002
1919,172517.854941
1920,161153.485767
1921,399136.156929
1922,315396.802053
1923,221094.373203
1924,223088.596632
1925,193217.313195
1926,388370.755917
1927,131973.31944
1928,160743.823596
1929,125317.561185
1930,129783.780306
1931,146361.576375
1932,142430.2218
1933,189336.03957
1934,179179.62291
1935,172237.401621
1936,199886.092497
1937,184161.675816
1938,178339.26456900002
1939,240118.12287000002
1940,189052.581393
1941,173371.234329
1942,183930.30182700002
1943,213208.626816
1944,377347.938822
1945,400091.70145500003
1946,163776.725928
1947,324430.403814
1948,179140.559769
1949,253804.244886
1950,183313.304523
1951,237715.238889
1952,205039.42225200002
1953,167107.109103
1954,177586.047081
1955,136059.92496
1956,291196.68539400003
1957,160980.20568
1958,298911.15493200003
1959,143350.709661
1960,117552.009078
1961,123851.190969
1962,98400.052179
1963,105002.724627
1964,111532.278888
1965,144333.2979
1966,137964.002679
1967,284502.86561700003
1968,425075.084172
1969,394595.81800200004
1970,422961.668082
1971,507341.45814660005
1972,370572.987906
1973,264697.85313
1974,328776.428655
1975,563144.4571698001
1976,265658.405751
1977,345250.056348
1978,359586.229095
1979,323574.019569
1980,205497.16213500002
1981,343576.350999
1982,216808.44550200002
1983,204826.07740500002
1984,166958.86949100002
1985,225290.15519400002
1986,212718.835125
1987,179261.755668
1988,175475.635848
1989,190458.854469
1990,213020.32244400002
1991,230265.19676700002
1992,213941.811924
1993,164696.21217
1994,229785.42126600002
1995,182503.99637100002
1996,250417.77104700002
1997,314601.516567
1998,319905.089172
1999,272727.832653
2000,318090.15554400004
2001,277591.694517
2002,243859.169835
2003,259908.111072
2004,275662.576323
2005,219412.654902
2006,225756.909648
2007,251608.69603800002
2008,214539.778467
2009,204764.978646
2010,190177.39953
2011,142414.19589600002
2012,170293.259142
2013,178563.627225
2014,187770.509073
2015,202629.526938
2016,193763.19555
2017,194126.783247
2018,120775.21902
2019,135367.806231
2020,104773.35387600001
2021,103438.195749
2022,186596.611605
2023,150684.563979
2024,271823.370696
2025,348705.64189800003
2026,176313.990951
2027,162723.02274000001
2028,149127.04643400002
2029,172586.966652
2030,268253.60058
2031,228646.58046300002
2032,249333.01767
2033,259794.928125
2034,170639.819316
2035,221837.574501
2036,198291.515049
2037,206000.97649200002
2038,299372.901291
2039,222219.19134000002
2040,278435.057715
2041,295615.828422
2042,209702.960316
2043,177612.089175
2044,172950.554349
2045,203801.421168
2046,145030.424724
2047,148175.50838400002
2048,141378.52185000002
2049,140514.124653
2050,168590.506842
2051,104695.22759400001
2052,127252.68909300001
2053,147943.132776
2054,93290.79366000001
2055,158454.122562
2056,139459.419846
2057,115971.45429600001
2058,219570.910704
2059,136989.427392
2060,176957.030349
2061,169224.53166900002
2062,130883.55796800001
2063,117619.117551
2064,143956.689156
2065,118803.03120900001
2066,164237.470668
2067,115158.139668
2068,145667.45440800002
2069,88821.569682
2070,118327.262184
2071,99561.930219
2072,140769.53749800002
2073,136781.09064
2074,185577.965082
2075,148985.81815500002
2076,118551.62484
2077,156969.723204
2078,127914.759252
2079,133663.050693
2080,120843.329112
2081,123720.980499
2082,122435.903322
2083,146401.641135
2084,112232.410569
2085,122021.233056
2086,110003.808294
2087,126044.736579
2088,98286.869232
2089,79841.053728
2090,124772.680449
2091,123039.879579
2092,128411.56227600001
2093,120803.264352
2094,102910.34253600001
2095,147665.684313
2096,80736.501114
2097,95306.05108800001
2098,147266.038332
2099,63302.3208
2100,95922.04677300001
2101,119088.492624
2102,119600.319933
2103,107283.41109000001
2104,137958.994584
2105,124171.709049
2106,91919.57724900001
2107,199132.875009
2108,119080.479672
2109,117668.196882
2110,130782.394449
2111,131473.511559
2112,146263.417713
2113,125935.560108
2114,120961.520154
2115,164874.500352
2116,117592.07383800001
2117,153853.686495
2118,124403.08303800001
2119,115046.959959
2120,115640.920026
2121,91671.175737
2122,122459.942178
2123,79420.373748
2124,153498.11175
2125,133115.1651
2126,149429.535372
2127,152376.29847
2128,121075.70472000001
2129,90781.738065
2130,141317.423091
2131,137661.513741
2132,115585.830981
2133,121474.349082
2134,122207.53419
2135,93541.19841
2136,82995.15195900001
2137,112036.09324500001
2138,134754.81540300002
2139,149749.051833
2140,139493.474892
2141,150915.937968
2142,128916.37825200001
2143,151916.555349
2144,123187.117572
2145,138571.985412
2146,167094.088056
2147,143819.46735300001
2148,132973.936821
2149,141684.015645
2150,227126.122821
2151,109364.775372
2152,171823.732974
2153,162919.34006400002
2154,106455.07217700001
2155,135519.0507
2156,270128.631348
2157,227022.956064
2158,236588.417514
2159,206094.12705900002
2160,171915.881922
2161,236119.65982200002
2162,391742.205471
2163,358517.501622
2164,243213.12558000002
2165,206299.458954
2166,155307.035664
2167,217752.97221900002
2168,205950.895542
2169,194248.98076500001
2170,218429.06504400002
2171,158479.16303700002
2172,135166.480812
2173,166459.06161
2174,227346.479001
2175,283218.790059
2176,318369.607245
2177,236913.943689
2178,210363.027237
2179,138880.48406400002
2180,223879.875642
2181,193519.80213300002
2182,225024.726159
2183,190627.126461
2184,122078.325339
2185,128854.277874
2186,145142.60605200002
2187,147029.656248
2188,152208.026478
2189,306710.762085
2190,79333.23289500001
2191,82047.620385
2192,92508.529221
2193,111669.50069100001
2194,101456.993367
2195,113415.322608
2196,102045.945339
2197,122376.807801
2198,150484.24017900001
2199,177742.29964500002
2200,152819.01406800002
2201,139927.175919
2202,213223.651101
2203,141025.951962
2204,183348.361188
2205,125752.263831
2206,141288.37614
2207,206663.046651
2208,257610.397086
2209,259161.904917
2210,120007.978866
2211,112340.58542100001
2212,119820.67611300001
2213,105999.335532
2214,135687.32269200002
2215,101986.849818
2216,150417.13170600001
2217,80179.60095000001
2218,75928.729914
2219,71917.245819
2220,70973.720721
2221,324340.258104
2222,290904.212646
2223,297895.513266
2224,206811.28626300002
2225,123671.90116800001
2226,194156.831817
2227,196200.13457700002
2228,266848.32912300003
2229,246975.20654400002
2230,158295.86676
2231,210263.866956
2232,184895.862543
2233,174486.036276
2234,238262.122863
2235,226830.645216
2236,255041.244351
2237,320277.69144
2238,189966.057921
2239,111660.48612
2240,158580.326556
2241,154614.91693500002
2242,124029.479151
2243,130059.225531
2244,106883.765109
2245,105242.11156800001
2246,139602.651363
2247,111071.534148
2248,126418.34046600001
2249,120584.91141
2250,130451.86017900001
2251,128747.104641
2252,175358.446425
2253,154379.53647
2254,175800.160404
2255,185810.34069
2256,172025.058393
2257,208387.834569
2258,156961.71025200002
2259,176262.908382
2260,148460.969799
2261,188434.58247
2262,209939.3424
2263,382777.71542100003
2264,537715.3539978
2265,169876.58563800002
2266,300186.21591900004
2267,375157.398069
2268,409776.35556600004
2269,153524.15384400001
2270,191760.959169
2271,208240.596576
2272,193934.47239900002
2273,159988.60287
2274,181977.144777
2275,164193.399432
2276,190500.922467
2277,182589.133986
2278,146994.599583
2279,128279.348568
2280,120938.482917
2281,171442.11613500002
2282,186568.566273
2283,105109.89786
2284,114035.324769
2285,139515.51051
2286,123865.21363500001
2287,360469.657053
2288,271229.410629
2289,371569.598811
2290,514688.13318780006
2291,325894.770792
2292,447088.666554
2293,524817.9067824001
2294,407810.177469
2295,513846.3725802001
2296,287243.295201
2297,345623.660235
2298,347733.069849
2299,358411.330008
2300,327954.099456
2301,298062.78363900003
2302,245782.278315
2303,239685.423462
2304,243661.85089200002
2305,197044.499394
2306,192152.592198
2307,201507.713658
2308,226349.86809600002
2309,285910.140312
2310,207841.95221400002
2311,199599.62946300002
2312,177253.50957300002
2313,172991.620728
2314,169193.48148000002
2315,176988.080538
2316,196656.872841
2317,188200.20362400002
2318,178206.049242
2319,178584.661224
2320,178531.57541700001
2321,235628.866512
2322,173399.279661
2323,187824.596499
2324,174270.688191
2325,211987.653255
2326,169153.41672
2327,205171.63596
2328,220833.952263
2329,191241.118908
2330,181219.920813
2331,340791.850179
2332,395280.925398
2333,315079.28883000003
2334,261012.896829
2335,275274.94977
2336,313982.516025
2337,196260.23171700002
2338,265522.185567
2339,219140.214534
2340,386443.640961
2341,215960.074209
2342,229552.044039
2343,225245.08233900002
2344,218961.926352
2345,230595.73103700002
2346,210625.45141500002
2347,200538.146466
2348,241735.737555
2349,191378.340711
2350,307182.52463400003
2351,266330.49210000003
2352,257528.26432800002
2353,251704.85146200002
2354,135677.306502
2355,137413.112229
2356,155930.042682
2357,189789.77297700002
2358,201639.92736600002
2359,130930.634061
2360,116846.869302
2361,149670.925551
2362,273504.087378
2363,142967.089584
2364,152153.939052
2365,213316.801668
2366,188273.321811
2367,223641.49032
2368,215123.722344
2369,221491.014327
2370,168854.934258
2371,171364.991472
2372,192226.712004
2373,281086.343208
2374,318052.09402200003
2375,248313.369528
2376,280967.150547
2377,333129.464829
2378,145559.279556
2379,200793.55931100002
2380,146072.108484
2381,165155.95529100002
2382,200751.491313
2383,205943.884209
2384,246079.759158
2385,157522.61689200002
2386,131202.07281
2387,134569.515888
2388,99560.9286
2389,120085.103529
2390,150970.025394
2391,142601.49864900002
2392,115948.417059
2393,163257.887286
2394,148001.226678
2395,208931.713686
2396,144669.841884
2397,219914.466021
2398,131644.788408
2399,64944.97596
2400,64097.606286
2401,122079.326958
2402,137700.576882
2403,142820.85321
2404,157405.42746900002
2405,160789.89807
2406,137766.683736
2407,124707.57521400001
2408,141657.973551
2409,123368.410611
2410,163205.803098
2411,118800.026352
2412,157405.42746900002
2413,131222.10519
2414,154252.330857
2415,134541.47055600001
2416,124400.078181
2417,133851.355065
2418,130860.52073100001
2419,130890.56930100001
2420,122972.771106
2421,152831.03349600002
2422,110251.20818700001
2423,128901.353967
2424,151902.532683
2425,213608.272797
2426,135052.296246
2427,135672.298407
2428,175384.488519
2429,116139.726288
2430,130233.507237
2431,107463.70251
2432,146814.308163
2433,148019.25582
2434,143154.392337
2435,152262.113904
2436,106345.89570600001
2437,109735.374402
2438,123770.05983
2439,105852.09753900001
2440,121018.612437
2441,88870.649013
2442,97767.028971
2443,124575.361506
2444,131314.25413800002
2445,91125.293382
2446,142586.474364
2447,174649.300173
2448,127717.440309
2449,113874.06411
2450,148384.846755
2451,127895.728491
2452,192319.862571
2453,94458.681414
2454,128458.63836900001
2455,119879.771634
2456,139359.257946
2457,137800.738782
2458,127817.602209
2459,115616.88117000001
2460,138578.996745
2461,126177.951906
2462,142315.035615
2463,126922.154823
2464,182401.831233
2465,138683.165121
2466,121116.771099
2467,128739.09168900001
2468,86298.491421
2469,85250.797947
2470,191702.86526700002
2471,198367.63809300002
2472,157614.76584
2473,123532.676127
2474,98796.69330300001
2475,211308.55557300002
2476,118065.83962500001
2477,129348.07604100001
2478,157225.136049
2479,110012.82286500001
2480,159451.735086
2481,123125.017194
2482,128912.371776
2483,111317.932422
2484,124534.295127
2485,125013.069009
2486,159796.292022
2487,177094.252152
2488,155900.995731
2489,149030.89101
2490,146753.209404
2491,91814.407254
2492,192812.65911900002
2493,152186.992479
2494,148742.424738
2495,90926.97282000001
2496,232479.776376
2497,148180.516479
2498,112105.204956
2499,86372.611227
2500,131576.678316
2501,139556.57688900002
2502,148348.788471
2503,98569.32579
2504,187708.40869500002
2505,224053.15572900002
2506,248977.442925
2507,284151.297348
2508,249873.89193
2509,217428.447663
2510,216652.19293800002
2511,174201.57648000002
2512,209813.138406
2513,222374.442285
2514,245426.70357
2515,151848.445257
2516,176209.822575
2517,147653.664885
2518,154484.706465
2519,233386.24157100002
2520,213121.485963
2521,185670.11403
2522,223846.82221500002
2523,121090.729005
2524,141591.86669700002
2525,150928.959015
2526,138770.30597400002
2527,116722.668546
2528,128546.780841
2529,138468.818655
2530,121447.30536900001
2531,255498.984234
2532,225033.74073000002
2533,192201.671529
2534,231571.30794300002
2535,293207.936346
2536,230179.057533
2537,236929.96959300002
2538,178477.487991
2539,182004.18849
2540,179848.704402
2541,177851.476116
2542,171895.849542
2543,124805.733876
2544,125968.61353500001
2545,134656.656741
2546,122955.743583
2547,130898.582253
2548,154616.920173
2549,164502.899703
2550,682846.3412694001
2551,139479.452226
2552,132892.805682
2553,72478.152459
2554,99108.19681200001
2555,116693.621595
